Age,Education_Level,Years_At_Company,Years_In_Current_Role,Monthly_Income,Salary_Hike_Percent,Job_Level,Performance_Rating,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Training_Hours_Last_Year,Overtime,Remote_Work,Distance_From_Home,Commute_Time_Minutes,Number_Of_Projects,Team_Size,Manager_Rating,Absence_Days,Promotion_Last_5_Years,Stock_Option,Tenure_Stability_Ratio,Income_per_JobLevel,Satisfaction_Composite,Commute_Burden,Promotion_Stagnation_Flag,High_Overtime_Low_WLB,Gender_Male,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Operations,Department_Sales,Job_Role_Accountant,Job_Role_Auditor,Job_Role_Business Development,Job_Role_Content Strategist,Job_Role_Data Analyst,Job_Role_Finance Manager,Job_Role_Financial Analyst,Job_Role_HR Executive,Job_Role_HR Manager,Job_Role_IT Manager,Job_Role_Logistics Coordinator,Job_Role_Marketing Executive,Job_Role_Marketing Manager,Job_Role_Operations Executive,Job_Role_Operations Manager,Job_Role_Quality Analyst,Job_Role_Recruiter,Job_Role_SEO Specialist,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Software Engineer,Job_Role_System Administrator,Job_Role_Training Specialist,Employment_Type_Full-Time,Employment_Type_Part-Time,Business_Travel_Never,Business_Travel_Rarely,Attrition
21,1,2,1,7309,16.3,1,3,3,2,4,1,29,0,1,15,56,3,10,4,5,0,1,0.3333333333333333,7309.0,2.5,20.6,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
29,1,9,0,10993,14.6,3,2,3,4,3,3,43,0,1,30,90,5,9,2,6,0,1,0.0,3664.3333333333335,3.25,39.0,1,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
31,2,3,3,10451,22.5,2,4,3,2,3,3,34,0,1,15,40,5,2,3,9,0,1,0.75,5225.5,2.75,19.0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
43,1,2,1,7619,10.8,3,3,4,4,2,5,22,0,1,8,17,6,14,3,7,0,1,0.3333333333333333,2539.6666666666665,3.75,9.7,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
54,0,4,3,7542,23.4,3,4,3,4,5,3,23,1,0,16,60,6,6,3,7,0,1,0.6,2514.0,3.75,22.0,1,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
35,1,1,1,5517,16.2,1,3,4,4,3,2,43,0,1,3,9,4,5,4,5,0,0,0.5,5517.0,3.25,3.9,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
20,0,2,1,4482,14.1,1,2,1,1,4,4,36,1,1,3,12,2,9,3,2,0,0,0.3333333333333333,4482.0,2.5,4.2,0,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
49,0,8,1,7359,15.4,2,4,3,3,2,4,23,1,0,8,26,5,10,3,10,0,0,0.1111111111111111,3679.5,3.0,10.6,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0
25,1,7,2,11895,16.3,4,3,4,2,4,2,57,0,1,13,56,3,6,3,7,0,1,0.25,2973.75,3.0,18.6,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
39,1,3,3,8453,15.0,2,3,3,3,3,4,23,1,0,13,45,3,4,3,13,0,0,0.75,4226.5,3.25,17.5,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0
34,2,5,1,6806,18.4,2,4,4,4,4,3,35,0,1,11,37,5,5,3,5,0,0,0.16666666666666666,3403.0,3.75,14.7,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
31,0,10,8,11322,15.5,5,4,4,1,2,3,30,0,0,5,11,5,2,3,2,0,1,0.7272727272727273,2264.4,2.5,6.1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
36,1,4,1,12189,17.2,3,5,3,2,4,3,38,0,1,18,42,3,7,4,3,0,1,0.2,4063.0,3.0,22.2,1,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
47,1,4,3,11823,7.1,3,3,3,5,3,4,24,0,1,18,61,4,6,2,11,0,1,0.6,3941.0,3.75,24.1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
33,0,3,3,5062,18.3,2,4,1,3,2,2,34,0,1,42,141,5,10,5,3,0,0,0.75,2531.0,2.0,56.1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0
42,0,5,5,7365,17.6,3,4,3,5,2,4,49,0,0,19,63,4,2,1,5,0,1,0.8333333333333334,2455.0,3.5,25.3,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
53,1,1,0,7134,6.6,2,1,3,3,2,3,21,0,1,13,69,3,7,3,7,0,0,0.0,3567.0,2.75,19.9,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
44,1,18,2,13033,18.4,4,4,4,3,3,2,69,1,0,7,24,4,2,4,8,1,1,0.10526315789473684,3258.25,3.0,9.4,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
42,1,0,0,4627,17.0,1,3,2,4,3,3,32,0,0,15,39,6,8,3,8,0,1,0.0,4627.0,3.0,18.9,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
45,1,2,2,5904,10.4,1,3,3,4,3,3,26,0,1,9,23,3,4,3,3,0,1,0.6666666666666666,5904.0,3.25,11.3,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
51,1,0,0,5429,20.3,1,4,2,2,3,2,65,0,1,19,69,4,2,5,6,0,1,0.0,5429.0,2.25,25.9,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
35,1,2,2,7013,15.5,1,3,2,3,3,3,50,0,0,7,19,5,15,4,3,0,0,0.6666666666666666,7013.0,2.75,8.9,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
31,1,5,0,8058,17.1,2,3,3,3,5,5,40,1,0,16,68,9,10,3,6,0,0,0.0,4029.0,4.0,22.8,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
44,1,26,8,12003,19.7,5,1,1,4,4,4,44,0,0,17,54,7,7,3,3,0,1,0.2962962962962963,2400.6,3.25,22.4,1,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
21,1,3,3,6176,10.6,2,3,3,3,4,4,37,0,0,18,62,5,2,3,5,0,0,0.75,3088.0,3.5,24.2,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
30,1,2,2,7004,13.9,2,4,4,2,4,1,61,1,0,7,22,3,9,4,9,0,0,0.6666666666666666,3502.0,2.75,9.2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
18,2,0,0,6267,11.6,1,4,4,2,5,4,13,0,0,11,30,3,10,4,4,0,0,0.0,6267.0,3.75,14.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
18,2,0,0,7703,10.8,2,1,4,1,2,4,21,0,1,8,25,6,3,4,6,0,0,0.0,3851.5,2.75,10.5,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
36,0,18,3,9931,9.4,5,3,2,1,5,5,16,0,0,45,150,7,9,4,9,0,1,0.15789473684210525,1986.2,3.25,60.0,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
52,1,1,0,4618,14.4,1,3,2,1,3,3,43,1,1,8,29,5,5,2,10,0,0,0.0,4618.0,2.25,10.9,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
25,2,4,3,7745,14.5,2,3,5,4,3,4,25,0,1,37,70,4,3,2,7,0,0,0.6,3872.5,4.0,44.0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
28,1,2,1,6310,16.6,3,2,2,4,3,4,67,0,0,15,61,3,3,3,5,0,1,0.3333333333333333,2103.3333333333335,3.25,21.1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
39,1,3,1,3111,13.8,1,3,4,2,3,4,33,0,0,4,7,2,7,3,4,0,1,0.25,3111.0,3.25,4.7,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
24,1,0,0,6634,14.5,3,1,3,3,4,3,51,0,1,12,32,6,5,3,4,0,1,0.0,2211.3333333333335,3.25,15.2,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0
38,2,11,9,15342,17.0,4,3,2,4,1,5,25,1,1,27,60,3,9,5,9,0,1,0.75,3835.5,3.0,33.0,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
29,1,8,3,10592,11.3,3,3,2,3,5,2,46,0,1,6,17,4,11,3,4,0,1,0.3333333333333333,3530.6666666666665,3.0,7.7,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
55,1,9,5,11901,12.4,4,3,3,2,2,3,74,0,1,12,25,1,8,5,4,0,1,0.5,2975.25,2.5,14.5,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
50,0,14,2,13875,12.6,5,3,3,3,2,3,49,0,1,14,60,4,7,5,3,0,1,0.13333333333333333,2775.0,2.75,20.0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
48,1,6,1,9313,14.8,3,3,5,1,2,3,35,0,1,18,59,5,3,5,3,0,1,0.14285714285714285,3104.3333333333335,2.75,23.9,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
37,2,18,5,18275,12.7,5,2,4,3,3,3,51,0,0,11,35,2,3,3,9,0,1,0.2631578947368421,3655.0,3.25,14.5,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
35,0,0,0,6412,15.4,2,3,4,3,2,3,51,1,1,13,51,5,19,5,9,0,0,0.0,3206.0,3.0,18.1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
33,0,1,1,4763,15.7,1,3,2,3,2,3,35,0,0,24,73,4,10,1,4,0,0,0.5,4763.0,2.5,31.3,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1
41,2,0,0,6275,19.6,2,3,4,1,5,3,29,0,0,5,17,1,7,4,3,0,1,0.0,3137.5,3.25,6.7,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
37,1,2,1,5077,16.9,1,2,3,4,2,3,59,0,1,17,54,3,9,3,7,0,0,0.3333333333333333,5077.0,3.0,22.4,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
29,1,3,1,8160,19.2,3,3,4,3,3,3,0,1,0,15,36,3,13,2,7,0,1,0.25,2720.0,3.25,18.6,0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
35,0,14,5,9481,9.7,5,3,2,1,5,3,50,0,1,15,46,1,7,4,10,0,1,0.3333333333333333,1896.2,2.75,19.6,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
32,0,8,1,9023,14.2,4,3,4,5,4,4,23,0,1,16,36,1,8,4,1,0,1,0.1111111111111111,2255.75,4.25,19.6,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
38,1,1,0,5727,15.0,1,4,4,4,3,1,40,1,1,45,100,5,2,1,7,0,1,0.0,5727.0,3.0,55.0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
37,0,7,2,7514,14.1,2,4,4,3,3,3,29,1,1,3,9,2,4,4,4,1,0,0.25,3757.0,3.25,3.9,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
55,0,2,2,8216,17.0,3,3,5,3,3,5,66,0,0,7,19,4,8,3,2,0,1,0.6666666666666666,2738.6666666666665,4.0,8.9,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
41,3,0,0,8846,15.8,1,5,4,3,3,4,37,1,0,27,78,3,2,4,6,0,0,0.0,8846.0,3.5,34.8,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
43,2,3,1,12765,10.0,3,3,3,2,4,1,22,0,0,24,45,1,9,4,4,0,1,0.25,4255.0,2.5,28.5,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
43,2,9,3,19014,15.8,5,3,2,4,3,5,20,1,0,6,20,2,11,2,5,0,1,0.3,3802.8,3.5,8.0,1,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
55,1,0,0,5296,20.1,1,4,2,4,5,3,67,0,0,45,150,8,13,2,9,0,0,0.0,5296.0,3.5,60.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
32,1,0,0,10263,14.8,3,3,3,3,2,2,65,1,0,17,39,1,7,3,7,0,1,0.0,3421.0,2.5,20.9,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
48,1,10,4,13202,14.0,4,2,2,3,3,2,19,0,0,3,5,7,9,4,11,0,1,0.36363636363636365,3300.5,2.5,3.5,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1
48,1,1,0,7690,14.3,2,3,4,2,4,3,37,0,0,10,34,2,10,1,3,0,0,0.0,3845.0,3.25,13.4,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
39,0,5,2,8329,17.6,3,3,4,3,4,3,42,1,0,19,38,6,11,2,9,0,1,0.3333333333333333,2776.3333333333335,3.5,22.8,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
32,0,6,6,8649,17.4,3,3,2,1,5,3,24,0,1,3,7,5,9,2,6,0,1,0.8571428571428571,2883.0,2.75,3.7,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
40,1,1,0,6044,13.2,1,3,4,1,3,2,48,0,1,17,45,1,9,3,4,0,0,0.0,6044.0,2.5,21.5,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
46,2,5,0,11322,13.4,3,3,4,5,1,3,45,0,1,32,150,4,11,5,2,0,1,0.0,3774.0,3.25,47.0,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
40,1,13,10,14930,15.2,5,3,4,3,4,4,0,1,1,17,50,3,5,4,6,0,1,0.7142857142857143,2986.0,3.75,22.0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
50,1,3,0,11288,18.5,3,4,2,3,3,2,57,0,0,10,32,5,17,2,6,0,1,0.0,3762.6666666666665,2.5,13.2,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
56,1,18,4,14246,15.9,5,3,1,3,2,3,39,0,0,19,70,7,8,2,5,0,1,0.21052631578947367,2849.2,2.25,26.0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
42,0,8,3,11487,15.8,4,3,3,4,2,5,41,0,0,10,39,6,10,2,2,0,1,0.3333333333333333,2871.75,3.5,13.9,1,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
38,2,1,0,8888,13.2,2,3,3,3,3,1,30,0,0,19,51,5,6,2,4,0,0,0.0,4444.0,2.5,24.1,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
42,1,5,2,9978,17.4,3,4,1,4,5,4,80,1,0,10,31,1,9,4,7,0,1,0.3333333333333333,3326.0,3.5,13.1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
41,1,1,0,8086,12.2,3,3,3,3,2,2,28,0,0,11,33,3,8,4,4,0,1,0.0,2695.3333333333335,2.5,14.3,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
31,1,0,0,4800,17.0,1,2,3,3,3,4,32,0,1,2,8,6,3,3,5,0,0,0.0,4800.0,3.25,2.8,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
38,0,4,0,6028,12.3,2,3,2,2,3,4,40,1,1,12,35,2,7,3,6,0,1,0.0,3014.0,2.75,15.5,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
51,1,8,8,14320,18.2,4,5,5,3,3,3,49,0,1,38,64,4,13,3,6,1,1,0.8888888888888888,3580.0,3.5,44.4,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
18,0,0,0,3890,15.2,2,3,3,3,5,2,31,1,0,25,100,4,8,4,9,0,0,0.0,1945.0,3.25,35.0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
30,1,1,1,6773,17.2,2,4,1,3,3,3,33,0,0,12,40,5,9,3,3,0,0,0.5,3386.5,2.5,16.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
45,1,16,5,15959,16.6,5,4,5,4,1,4,40,0,0,22,71,3,15,4,4,0,1,0.29411764705882354,3191.8,3.5,29.1,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0
34,1,1,1,5763,15.3,1,4,2,3,4,5,34,0,1,5,14,1,15,2,1,0,0,0.5,5763.0,3.5,6.4,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
32,2,1,1,5723,17.5,1,4,3,3,4,3,72,0,0,10,21,1,7,2,3,0,0,0.5,5723.0,3.25,12.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
33,1,3,2,9032,12.4,2,2,4,2,4,5,16,0,0,16,45,2,5,4,7,0,0,0.5,4516.0,3.75,20.5,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
46,2,6,4,8576,11.4,2,4,4,1,1,3,5,0,1,6,23,2,2,1,5,1,0,0.5714285714285714,4288.0,2.25,8.3,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
47,1,3,3,7820,17.3,2,1,4,4,3,1,59,0,0,14,45,8,8,3,9,0,0,0.75,3910.0,3.0,18.5,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
38,0,8,1,5443,11.3,3,1,3,3,4,3,14,0,1,22,88,2,4,3,8,0,1,0.1111111111111111,1814.3333333333333,3.25,30.8,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
52,0,5,5,8449,9.4,2,2,3,4,3,4,32,0,0,16,44,6,9,3,6,0,0,0.8333333333333334,4224.5,3.5,20.4,1,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0
31,1,1,1,7422,10.6,2,3,4,2,4,3,22,0,0,28,84,3,10,5,6,0,0,0.5,3711.0,3.25,36.4,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0
28,0,9,5,10087,20.2,4,4,1,5,2,4,0,0,0,21,52,5,10,3,4,1,1,0.5,2521.75,3.0,26.2,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
29,0,9,7,6116,10.7,3,3,2,2,2,3,61,0,1,19,79,3,18,5,3,0,1,0.7,2038.6666666666667,2.25,26.9,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
33,1,0,0,5503,11.7,2,2,3,3,3,3,33,0,1,16,69,7,5,2,3,0,0,0.0,2751.5,3.0,22.9,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
24,2,3,2,7528,16.2,2,4,4,3,3,2,47,0,0,13,46,5,7,4,3,0,1,0.5,3764.0,3.0,17.6,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0
31,2,1,0,8172,17.1,2,3,3,3,4,4,0,0,0,7,18,4,5,4,5,0,0,0.0,4086.0,3.5,8.8,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
46,1,14,4,11142,18.2,4,3,3,2,1,3,34,1,1,15,50,4,10,3,8,0,1,0.26666666666666666,2785.5,2.25,20.0,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
49,1,11,0,10671,17.4,3,3,4,5,3,3,42,0,0,4,17,5,8,5,2,0,1,0.0,3557.0,3.75,5.7,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
32,1,3,3,5206,15.2,1,4,5,4,4,5,46,0,0,8,31,4,13,2,8,0,0,0.75,5206.0,4.5,11.1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
31,1,3,2,7000,13.0,2,3,3,2,1,5,31,0,0,16,58,2,7,4,8,0,0,0.5,3500.0,2.75,21.8,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
27,2,6,5,13864,14.6,4,3,2,3,3,4,21,1,1,27,75,10,7,3,7,0,1,0.7142857142857143,3466.0,3.0,34.5,1,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
