Employee_ID,Attrition_Risk_Score,Attrition
203709,43,No
203710,55,Yes
203711,51,No
203712,42,No
203713,55,Yes
203714,53,Yes
203715,37,No
203716,36,No
203717,88,Yes
203718,67,Yes
203719,56,No
203720,74,No
203721,20,No
203722,72,Yes
203723,56,No
203724,81,Yes
203725,64,Yes
203726,54,No
203727,49,No
203728,33,No
203729,58,Yes
203730,69,Yes
203731,20,No
203732,7,No
203733,66,Yes
203734,39,No
203735,74,Yes
203736,46,Yes
203737,17,No
203738,26,No
203739,54,Yes
203740,43,Yes
203741,8,No
203742,58,No
203743,36,No
203744,88,No
203745,53,No
203746,58,No
203747,64,Yes
203748,73,Yes
203749,64,No
203750,30,No
203751,41,No
203752,61,No
203753,47,No
203754,25,No
203755,70,No
203756,27,No
203757,70,Yes
203758,22,No
203759,28,No
203760,30,No
203761,84,Yes
203762,36,No
203763,35,No
203764,36,No
203765,64,Yes
203766,51,No
203767,62,Yes
203768,20,No
203769,43,No
203770,58,Yes
203771,30,No
203772,67,Yes
203773,62,Yes
203774,58,Yes
203775,72,Yes
203776,68,No
203777,66,No
203778,32,No
203779,82,Yes
203780,36,Yes
203781,35,No
203782,36,No
203783,33,No
203784,10,No
203785,37,No
203786,53,Yes
203787,57,Yes
203788,3,No
203789,80,Yes
203790,30,No
203791,62,Yes
203792,62,No
203793,30,No
203794,65,No
203795,50,No
203796,50,Yes
203797,47,No
203798,64,Yes
203799,79,Yes
203800,74,Yes
203801,59,No
203802,41,No
203803,30,No
203804,61,No
203805,41,No
203806,77,Yes
203807,61,Yes
203808,42,No
203809,44,No
203810,56,No
203811,33,No
203812,70,Yes
203813,14,No
203814,17,No
203815,41,No
203816,31,No
203817,8,No
203818,41,Yes
203819,44,No
203820,52,Yes
203821,4,No
203822,33,No
203823,67,Yes
203824,69,Yes
203825,69,Yes
203826,65,Yes
203827,65,No
203828,66,Yes
203829,43,No
203830,24,No
203831,44,No
203832,63,Yes
203833,59,Yes
203834,74,Yes
203835,57,No
203836,48,No
203837,47,No
203838,26,No
203839,47,No
203840,0,No
203841,23,No
203842,55,No
203843,67,Yes
203844,43,No
203845,61,Yes
203846,74,Yes
203847,62,Yes
203848,24,No
203849,26,No
203850,44,No
203851,80,Yes
203852,50,No
203853,36,No
203854,47,Yes
203855,24,No
203856,45,No
203857,56,No
203858,19,No
203859,47,Yes
203860,53,No
203861,43,No
203862,0,No
203863,69,Yes
203864,39,No
203865,61,Yes
203866,36,Yes
203867,53,No
203868,61,No
203869,57,No
203870,51,No
203871,13,No
203872,18,No
203873,45,No
203874,100,Yes
203875,71,Yes
203876,64,No
203877,42,No
203878,13,No
203879,37,No
203880,34,No
203881,79,Yes
203882,34,No
203883,53,No
203884,58,Yes
203885,0,No
203886,57,No
203887,46,Yes
203888,40,No
203889,61,Yes
203890,71,Yes
203891,27,No
203892,30,No
203893,4,No
203894,59,No
203895,42,No
203896,41,No
203897,59,No
203898,22,No
203899,37,No
203900,63,No
203901,73,Yes
203902,20,No
203903,66,Yes
203904,49,Yes
203905,81,Yes
203906,39,Yes
203907,50,No
203908,28,No
203909,87,Yes
203910,59,Yes
203911,66,No
203912,17,No
203913,44,Yes
203914,17,No
203915,54,Yes
203916,41,No
203917,57,Yes
203918,47,No
203919,94,Yes
203920,13,No
203921,14,No
203922,5,No
203923,43,No
203924,88,Yes
203925,36,No
203926,12,No
203927,38,Yes
203928,51,No
203929,43,No
203930,40,No
203931,68,Yes
203932,59,Yes
203933,45,No
203934,40,No
203935,50,Yes
203936,39,No
203937,26,No
203938,55,No
203939,34,No
203940,69,Yes
203941,36,No
203942,0,No
203943,54,No
203944,9,No
203945,65,Yes
203946,40,No
203947,69,No
203948,33,No
203949,53,No
203950,74,Yes
203951,60,Yes
203952,44,No
203953,80,Yes
203954,94,Yes
203955,1,No
203956,52,No
203957,68,Yes
203958,61,No
203959,23,No
203960,46,No
203961,60,No
203962,9,No
203963,27,No
203964,18,No
203965,49,No
203966,70,No
203967,71,Yes
203968,57,No
203969,60,Yes
203970,22,No
203971,66,Yes
203972,21,No
203973,41,No
203974,0,No
203975,60,Yes
203976,9,No
203977,2,No
203978,10,No
203979,43,No
203980,45,Yes
203981,28,No
203982,94,Yes
203983,38,No
203984,82,Yes
203985,40,No
203986,37,No
203987,4,No
203988,51,Yes
203989,48,No
203990,9,No
203991,80,Yes
203992,44,No
203993,52,Yes
203994,46,No
203995,87,Yes
203996,34,No
203997,20,No
203998,38,No
203999,40,No
204000,46,Yes
204001,36,No
204002,77,Yes
204003,29,No
204004,58,Yes
204005,22,No
204006,45,No
204007,57,No
204008,50,No
204009,59,Yes
204010,50,No
204011,64,No
204012,77,Yes
204013,35,No
204014,81,Yes
204015,44,No
204016,37,No
204017,39,Yes
204018,32,No
204019,59,No
204020,39,No
204021,55,No
204022,30,No
204023,57,No
204024,40,No
204025,66,Yes
204026,99,Yes
204027,45,No
204028,36,No
204029,9,No
204030,76,No
204031,47,No
204032,58,Yes
204033,1,No
204034,24,No
204035,33,No
204036,8,No
204037,0,No
204038,21,No
204039,25,No
204040,38,Yes
204041,29,No
204042,40,No
204043,60,Yes
204044,46,No
204045,23,No
204046,28,No
204047,64,Yes
204048,45,No
204049,56,No
204050,42,No
204051,86,No
204052,56,No
204053,79,Yes
204054,58,No
204055,65,Yes
204056,5,No
204057,82,No
204058,85,Yes
204059,26,No
204060,20,No
204061,15,No
204062,50,Yes
204063,55,No
204064,36,No
204065,55,No
204066,35,No
204067,50,No
204068,62,No
204069,45,No
204070,17,No
204071,28,No
204072,48,No
204073,39,Yes
204074,37,Yes
204075,56,Yes
204076,58,Yes
204077,56,Yes
204078,55,No
204079,49,Yes
204080,73,Yes
204081,30,No
204082,0,No
204083,52,Yes
204084,16,No
204085,38,No
204086,20,No
204087,54,Yes
204088,29,No
204089,53,No
204090,33,No
204091,27,No
204092,36,No
204093,49,No
204094,52,Yes
204095,73,Yes
204096,42,No
204097,22,No
204098,57,No
204099,67,No
204100,55,No
204101,89,Yes
204102,12,No
204103,34,No
204104,36,No
204105,47,No
204106,65,No
204107,16,No
204108,76,No
204109,36,No
204110,51,Yes
204111,21,No
204112,74,Yes
204113,18,No
204114,27,No
204115,9,No
204116,100,Yes
204117,22,No
204118,31,No
204119,18,No
204120,23,No
204121,62,Yes
204122,44,No
204123,20,No
204124,11,No
204125,56,Yes
204126,32,No
204127,39,No
204128,7,No
204129,29,No
204130,52,Yes
204131,8,No
204132,47,No
204133,50,No
204134,34,Yes
204135,48,No
204136,55,Yes
204137,46,Yes
204138,33,No
204139,14,No
204140,70,Yes
204141,44,No
204142,62,Yes
204143,80,Yes
204144,29,No
204145,55,No
204146,41,No
204147,80,Yes
204148,35,No
204149,71,Yes
204150,70,No
204151,87,Yes
204152,28,No
204153,70,Yes
204154,43,No
204155,96,Yes
204156,25,No
204157,100,Yes
204158,44,No
204159,46,No
204160,58,Yes
204161,45,No
204162,80,Yes
204163,40,Yes
204164,44,No
204165,52,No
204166,47,No
204167,34,No
204168,45,No
204169,91,Yes
204170,56,Yes
204171,21,No
204172,52,No
204173,84,Yes
204174,26,No
204175,59,No
204176,81,Yes
204177,57,No
204178,31,No
204179,88,Yes
204180,79,Yes
204181,40,Yes
204182,61,Yes
204183,32,No
204184,21,No
204185,25,No
204186,34,No
204187,14,No
204188,77,Yes
204189,48,Yes
204190,41,No
204191,55,No
204192,48,Yes
204193,52,Yes
204194,56,No
204195,26,No
204196,56,No
204197,19,No
204198,45,No
204199,57,Yes
204200,66,Yes
204201,34,No
204202,60,No
204203,62,Yes
204204,23,No
204205,69,Yes
204206,12,No
204207,50,No
204208,45,No
204209,41,No
204210,26,No
204211,32,No
204212,23,No
204213,67,No
204214,8,No
204215,44,No
204216,43,No
204217,27,No
204218,0,No
204219,61,Yes
204220,61,Yes
204221,65,Yes
204222,99,Yes
204223,52,Yes
204224,24,Yes
204225,27,No
204226,61,Yes
204227,74,No
204228,39,No
204229,30,No
204230,29,No
204231,61,Yes
204232,17,No
204233,9,No
204234,44,No
204235,47,Yes
204236,35,No
204237,69,Yes
204238,19,No
204239,43,No
204240,60,No
204241,33,No
204242,70,Yes
204243,37,No
204244,71,No
204245,21,No
204246,37,No
204247,21,No
204248,45,No
204249,43,No
204250,61,Yes
204251,66,Yes
204252,35,No
204253,31,Yes
204254,21,No
204255,28,No
204256,52,Yes
204257,81,Yes
204258,32,No
204259,33,No
204260,70,Yes
204261,54,No
204262,58,Yes
204263,76,Yes
204264,13,No
204265,36,No
204266,46,No
204267,37,No
204268,67,Yes
204269,42,No
204270,21,No
204271,51,No
204272,36,No
204273,47,No
204274,60,No
204275,60,No
204276,52,No
204277,49,Yes
204278,34,No
204279,50,No
204280,60,No
204281,66,No
204282,62,Yes
204283,36,No
204284,85,Yes
204285,62,Yes
204286,69,Yes
204287,41,No
204288,18,No
204289,34,No
204290,52,No
204291,60,No
204292,86,Yes
204293,51,No
204294,40,Yes
204295,55,No
204296,90,Yes
204297,44,No
204298,22,No
204299,85,Yes
204300,51,No
204301,94,Yes
204302,34,No
204303,73,Yes
204304,14,No
204305,32,No
204306,29,No
204307,50,No
204308,58,No
204309,51,No
204310,24,Yes
204311,27,No
204312,57,No
204313,52,Yes
204314,0,No
204315,73,Yes
204316,50,No
204317,32,No
204318,40,No
204319,52,No
204320,46,No
204321,30,No
204322,41,No
204323,41,No
204324,65,Yes
204325,46,Yes
204326,50,Yes
204327,78,Yes
204328,25,No
204329,60,Yes
204330,35,No
204331,81,Yes
204332,23,No
204333,31,No
204334,55,No
204335,61,Yes
204336,39,No
204337,50,Yes
204338,37,No
204339,35,No
204340,70,Yes
204341,65,Yes
204342,4,No
204343,25,No
204344,37,No
204345,62,Yes
204346,48,No
204347,23,No
204348,45,No
204349,38,No
204350,59,Yes
204351,57,No
204352,100,Yes
204353,29,No
204354,31,No
204355,10,No
204356,43,No
204357,43,No
204358,52,No
204359,23,No
204360,61,Yes
204361,22,No
204362,100,Yes
204363,32,No
204364,59,No
204365,62,No
204366,56,No
204367,66,No
204368,43,Yes
204369,64,Yes
204370,86,Yes
204371,61,Yes
204372,36,No
204373,46,No
204374,52,Yes
204375,100,Yes
204376,62,Yes
204377,39,No
204378,50,Yes
204379,21,No
204380,68,Yes
204381,58,Yes
204382,76,Yes
204383,62,No
204384,24,No
204385,57,No
204386,35,No
204387,40,No
204388,74,Yes
204389,45,No
204390,45,No
204391,19,No
204392,41,No
204393,36,No
204394,45,No
204395,32,No
204396,60,No
204397,18,No
204398,37,Yes
204399,41,No
204400,30,No
204401,51,No
204402,36,No
204403,56,Yes
204404,77,Yes
204405,48,No
204406,39,No
204407,49,No
204408,45,No
204409,33,No
204410,55,No
204411,60,No
204412,52,Yes
204413,61,No
204414,43,No
204415,45,Yes
204416,34,No
204417,17,No
204418,67,Yes
204419,46,No
204420,48,No
204421,39,Yes
204422,15,No
204423,30,No
204424,61,Yes
204425,25,No
204426,47,Yes
204427,28,No
204428,22,No
204429,66,Yes
204430,15,No
204431,90,Yes
204432,63,Yes
204433,56,Yes
204434,36,No
204435,47,No
204436,77,Yes
204437,52,No
204438,47,No
204439,41,Yes
204440,73,Yes
204441,33,No
204442,25,No
204443,37,No
204444,46,No
204445,0,No
204446,72,Yes
204447,5,No
204448,36,No
204449,22,No
204450,62,Yes
204451,22,Yes
204452,15,No
204453,57,No
204454,24,No
204455,46,No
204456,33,No
204457,67,Yes
204458,19,No
204459,66,Yes
204460,46,No
204461,50,No
204462,29,No
204463,43,No
204464,49,No
204465,63,Yes
204466,24,No
204467,44,No
204468,47,Yes
204469,16,No
204470,26,No
204471,58,No
204472,52,No
204473,54,Yes
204474,23,No
204475,18,Yes
204476,40,Yes
204477,54,No
204478,29,No
204479,51,Yes
204480,91,Yes
204481,49,No
204482,90,Yes
204483,78,Yes
204484,67,Yes
204485,22,No
204486,43,No
204487,13,No
204488,62,Yes
204489,18,No
204490,28,No
204491,6,No
204492,14,No
204493,21,No
204494,14,No
204495,53,No
204496,71,Yes
204497,33,No
204498,60,Yes
204499,100,Yes
204500,55,Yes
204501,36,No
204502,38,No
204503,27,No
204504,0,No
204505,49,No
204506,36,Yes
204507,28,No
204508,25,No
204509,31,Yes
204510,54,No
204511,58,No
204512,75,Yes
204513,43,No
204514,42,No
204515,36,No
204516,64,No
204517,46,Yes
204518,58,No
204519,15,No
204520,36,No
204521,36,No
204522,30,No
204523,31,No
204524,59,Yes
204525,41,No
204526,59,Yes
204527,49,Yes
204528,23,No
204529,35,No
204530,45,Yes
204531,56,No
204532,2,No
204533,60,No
204534,60,Yes
204535,0,No
204536,57,Yes
204537,57,No
204538,54,Yes
204539,29,No
204540,17,No
204541,41,No
204542,22,No
204543,52,No
204544,85,Yes
204545,39,No
204546,59,No
204547,79,Yes
204548,72,Yes
204549,45,No
204550,79,Yes
204551,37,Yes
204552,84,Yes
204553,63,Yes
204554,40,Yes
204555,13,No
204556,10,No
204557,38,No
204558,62,No
204559,47,No
204560,38,No
204561,61,Yes
204562,2,No
204563,38,No
204564,51,No
204565,56,Yes
204566,69,Yes
204567,44,No
204568,28,No
204569,61,No
204570,99,Yes
204571,28,No
204572,49,Yes
204573,70,Yes
204574,55,No
204575,90,Yes
204576,49,No
204577,55,No
204578,26,No
204579,94,Yes
204580,62,Yes
204581,49,No
204582,59,Yes
204583,43,No
204584,54,Yes
204585,0,No
204586,61,Yes
204587,7,No
204588,73,Yes
204589,44,No
204590,69,No
204591,44,No
204592,30,No
204593,0,No
204594,78,Yes
204595,32,No
204596,49,No
204597,69,Yes
204598,73,Yes
204599,37,Yes
204600,70,Yes
204601,77,No
204602,35,No
204603,56,Yes
204604,67,Yes
204605,49,No
204606,55,Yes
204607,30,No
204608,47,No
204609,50,Yes
204610,18,No
204611,69,Yes
204612,31,No
204613,90,Yes
204614,68,Yes
204615,26,No
204616,20,No
204617,67,No
204618,70,Yes
204619,33,No
204620,24,No
204621,60,No
204622,45,No
204623,30,No
204624,34,No
204625,8,No
204626,25,No
204627,41,No
204628,46,No
204629,46,Yes
204630,40,No
204631,70,No
204632,51,Yes
204633,57,Yes
204634,69,Yes
204635,68,Yes
204636,56,No
204637,80,Yes
204638,48,No
204639,32,No
204640,33,No
204641,60,Yes
204642,40,No
204643,13,No
204644,48,No
204645,24,No
204646,61,No
204647,53,No
204648,30,No
204649,40,No
204650,100,Yes
204651,7,No
204652,85,Yes
204653,45,No
204654,32,No
204655,15,No
204656,63,Yes
204657,51,No
204658,48,No
204659,52,No
204660,29,No
204661,80,Yes
204662,37,No
204663,58,No
204664,66,No
204665,45,No
204666,31,No
204667,50,No
204668,0,No
204669,19,No
204670,34,No
204671,60,Yes
204672,47,Yes
204673,35,No
204674,43,No
204675,44,No
204676,37,No
204677,37,No
204678,13,No
204679,16,No
204680,46,No
204681,77,Yes
204682,36,No
204683,24,No
204684,15,No
204685,100,Yes
204686,46,No
204687,58,No
204688,89,Yes
204689,23,No
204690,23,No
204691,64,Yes
204692,27,No
204693,30,No
204694,69,Yes
204695,53,Yes
204696,64,Yes
204697,44,No
204698,60,No
204699,63,Yes
204700,19,No
204701,4,No
204702,52,No
204703,38,No
204704,41,No
204705,41,No
204706,50,No
204707,76,Yes
204708,63,Yes
204709,54,No
204710,15,No
204711,40,No
204712,50,No
204713,46,Yes
204714,47,No
204715,27,No
204716,72,Yes
204717,33,No
204718,25,No
204719,37,No
204720,45,No
204721,50,No
204722,46,No
204723,62,Yes
204724,46,No
204725,41,No
204726,83,Yes
204727,19,No
204728,54,Yes
204729,55,No
204730,42,Yes
204731,33,No
204732,64,No
204733,45,No
204734,46,No
204735,0,No
204736,15,No
204737,29,No
204738,55,Yes
204739,75,Yes
204740,69,Yes
204741,31,No
204742,60,Yes
204743,53,No
204744,59,No
204745,66,Yes
204746,31,No
204747,44,No
204748,17,No
204749,44,No
204750,44,No
204751,68,No
204752,46,No
204753,9,No
204754,47,No
204755,52,No
204756,25,No
204757,43,No
204758,12,No
204759,55,No
204760,80,Yes
204761,63,Yes
204762,55,No
204763,53,No
204764,68,No
204765,12,No
204766,60,No
204767,61,No
204768,27,No
204769,56,No
204770,36,No
204771,3,No
204772,63,Yes
204773,33,No
204774,51,No
204775,47,Yes
204776,34,No
204777,37,No
204778,58,Yes
204779,64,No
204780,54,Yes
204781,23,No
204782,39,Yes
204783,28,No
204784,42,No
204785,62,No
204786,42,No
204787,35,No
204788,46,No
204789,44,No
204790,36,No
204791,46,No
204792,45,Yes
204793,53,Yes
204794,47,No
204795,21,No
204796,42,No
204797,46,Yes
204798,79,No
204799,60,No
204800,32,No
204801,45,No
204802,46,No
204803,59,No
204804,50,No
204805,46,No
204806,81,No
204807,33,Yes
204808,49,Yes
204809,41,No
204810,48,No
204811,49,No
204812,25,No
204813,94,Yes
204814,40,No
204815,63,No
204816,34,No
204817,27,No
204818,57,No
204819,43,No
204820,50,Yes
204821,48,Yes
204822,26,No
204823,32,No
204824,71,Yes
204825,62,Yes
204826,38,No
204827,59,No
204828,54,No
204829,27,No
204830,66,Yes
204831,62,No
204832,49,No
204833,35,No
204834,18,No
204835,60,No
204836,91,Yes
204837,7,No
204838,56,No
204839,60,No
204840,79,Yes
204841,57,Yes
204842,40,No
204843,49,Yes
204844,86,Yes
204845,48,Yes
204846,51,No
204847,61,Yes
204848,100,Yes
204849,54,Yes
204850,46,No
204851,58,Yes
204852,30,No
204853,47,Yes
204854,80,Yes
204855,30,No
204856,18,No
204857,88,Yes
204858,46,No
204859,52,No
204860,60,Yes
204861,22,No
204862,45,No
204863,36,No
204864,54,Yes
204865,91,Yes
204866,41,No
204867,76,Yes
204868,27,No
204869,37,No
204870,87,Yes
204871,35,Yes
204872,46,No
204873,44,Yes
204874,40,No
204875,55,No
204876,47,No
204877,88,Yes
204878,59,Yes
204879,17,No
204880,25,No
204881,61,No
204882,54,No
204883,2,No
204884,80,Yes
204885,28,No
204886,22,No
204887,40,No
204888,58,Yes
204889,42,No
204890,44,No
204891,23,No
204892,72,Yes
204893,44,No
204894,45,No
204895,45,No
204896,29,No
204897,49,No
204898,85,Yes
204899,52,Yes
204900,45,No
204901,53,No
204902,50,No
204903,36,No
204904,40,No
204905,56,No
204906,54,No
204907,26,No
204908,48,Yes
204909,80,Yes
204910,54,No
204911,39,No
204912,40,No
204913,62,No
204914,46,No
204915,26,No
204916,50,No
204917,6,No
204918,44,No
204919,84,Yes
204920,43,No
204921,53,Yes
204922,57,No
204923,79,Yes
204924,35,No
204925,0,No
204926,69,Yes
204927,16,No
204928,25,No
204929,49,Yes
204930,14,No
204931,39,No
204932,52,No
204933,37,No
204934,63,Yes
204935,54,No
204936,47,No
204937,56,No
204938,53,Yes
204939,100,Yes
204940,11,No
204941,51,No
204942,16,No
204943,45,Yes
204944,49,No
204945,29,No
204946,67,No
204947,48,Yes
204948,24,No
204949,14,No
204950,19,No
204951,73,Yes
204952,1,No
204953,53,No
204954,43,Yes
204955,59,No
204956,53,No
204957,46,Yes
204958,32,No
204959,44,No
204960,62,Yes
204961,86,Yes
204962,61,No
204963,47,No
204964,16,No
204965,30,No
204966,71,Yes
204967,55,Yes
204968,14,No
204969,59,Yes
204970,47,Yes
204971,45,No
204972,10,No
204973,6,No
204974,84,Yes
204975,35,No
204976,25,No
204977,41,No
204978,68,Yes
204979,73,Yes
204980,13,No
204981,41,No
204982,64,Yes
204983,58,Yes
204984,1,No
204985,24,No
204986,54,No
204987,71,Yes
204988,33,No
204989,64,Yes
204990,66,No
204991,24,No
204992,45,No
204993,52,Yes
204994,5,No
204995,62,Yes
204996,90,Yes
204997,35,No
204998,29,No
204999,33,No
205000,35,No
205001,13,No
205002,57,Yes
205003,24,No
205004,94,Yes
205005,29,No
205006,80,No
205007,0,No
205008,41,Yes
205009,70,Yes
205010,83,Yes
205011,50,Yes
205012,31,No
205013,95,Yes
205014,73,Yes
205015,38,No
205016,74,Yes
205017,59,Yes
205018,65,Yes
205019,50,No
205020,58,No
205021,66,Yes
205022,55,No
205023,27,Yes
205024,42,Yes
205025,21,No
205026,56,No
205027,55,No
205028,39,No
205029,43,Yes
205030,60,No
205031,53,No
205032,36,No
205033,44,No
205034,69,Yes
205035,84,Yes
205036,28,No
205037,54,Yes
205038,84,Yes
205039,62,No
205040,50,No
205041,37,No
205042,40,No
205043,63,Yes
205044,71,Yes
205045,72,Yes
205046,14,No
205047,5,No
205048,58,Yes
205049,30,No
205050,25,No
205051,57,No
205052,15,No
205053,53,No
205054,75,Yes
205055,36,No
205056,62,Yes
205057,50,No
205058,68,Yes
205059,7,No
205060,16,No
205061,94,Yes
205062,45,No
205063,39,No
205064,40,No
205065,66,Yes
205066,24,No
205067,69,No
205068,28,No
205069,65,Yes
205070,16,No
205071,0,No
205072,77,No
205073,37,No
205074,30,No
205075,35,No
205076,56,No
205077,45,No
205078,36,Yes
205079,37,No
205080,27,No
205081,48,Yes
205082,46,No
205083,39,No
205084,24,No
205085,64,Yes
205086,49,No
205087,78,No
205088,5,No
205089,0,No
205090,64,No
205091,60,No
205092,37,No
205093,78,Yes
205094,27,No
205095,65,No
205096,54,No
205097,73,Yes
205098,53,Yes
205099,42,No
205100,38,No
205101,47,Yes
205102,16,No
205103,88,No
205104,47,No
205105,37,No
205106,52,Yes
205107,80,Yes
205108,68,Yes
205109,16,No
205110,64,Yes
205111,40,Yes
205112,65,Yes
205113,72,Yes
205114,69,No
205115,45,No
205116,47,No
205117,39,Yes
205118,41,No
205119,25,No
205120,41,No
205121,83,Yes
205122,28,No
205123,80,Yes
205124,49,No
205125,70,No
205126,61,Yes
205127,54,No
205128,100,Yes
205129,55,Yes
205130,46,No
205131,33,No
205132,47,No
205133,76,Yes
205134,35,No
205135,50,No
205136,58,Yes
205137,39,Yes
205138,28,No
205139,69,No
205140,58,Yes
205141,71,Yes
205142,81,Yes
205143,64,No
205144,60,Yes
205145,21,No
205146,63,No
205147,76,No
205148,33,No
205149,48,No
205150,32,No
205151,62,Yes
205152,8,No
205153,25,No
205154,43,Yes
205155,17,No
205156,60,No
205157,66,Yes
205158,36,No
205159,46,No
205160,72,Yes
205161,42,No
205162,23,No
205163,34,Yes
205164,42,No
205165,63,No
205166,35,No
205167,47,No
205168,46,No
205169,40,No
205170,51,No
205171,55,Yes
205172,26,No
205173,56,Yes
205174,67,Yes
205175,54,No
205176,82,Yes
205177,40,No
205178,12,No
205179,42,No
205180,81,No
205181,55,No
205182,27,No
205183,37,No
205184,58,No
205185,43,No
205186,50,No
205187,8,No
205188,25,No
205189,32,No
205190,34,No
205191,40,No
205192,37,No
205193,68,Yes
205194,46,No
205195,18,No
205196,19,No
205197,30,No
205198,45,No
205199,17,No
205200,28,No
205201,58,Yes
205202,19,No
205203,49,No
205204,27,No
205205,42,No
205206,46,No
205207,21,No
205208,44,No
205209,77,No
205210,31,Yes
205211,28,No
205212,35,No
205213,34,No
205214,62,No
205215,42,No
205216,52,No
205217,61,Yes
205218,36,Yes
205219,15,No
205220,63,No
205221,70,Yes
205222,35,No
205223,37,No
205224,30,No
205225,59,Yes
205226,47,Yes
205227,27,No
205228,82,Yes
205229,48,No
205230,16,No
205231,90,Yes
205232,36,No
205233,0,No
205234,53,Yes
205235,43,No
205236,61,No
205237,71,Yes
205238,47,No
205239,49,Yes
205240,51,Yes
205241,48,No
205242,55,No
205243,63,Yes
205244,18,No
205245,35,No
205246,55,Yes
205247,63,No
205248,40,No
205249,14,No
205250,2,No
205251,48,Yes
205252,48,Yes
205253,36,No
205254,23,No
205255,11,No
205256,46,No
205257,38,No
205258,52,No
205259,44,No
205260,52,No
205261,92,Yes
205262,27,No
205263,57,Yes
205264,39,No
205265,43,No
205266,36,No
205267,60,Yes
205268,28,No
205269,37,No
205270,23,No
205271,26,No
205272,37,No
205273,53,No
205274,39,No
205275,92,No
205276,27,No
205277,63,Yes
205278,25,No
205279,32,No
205280,26,No
205281,74,Yes
205282,19,No
205283,57,No
205284,68,Yes
205285,58,Yes
205286,63,Yes
205287,57,No
205288,56,Yes
205289,78,Yes
205290,66,No
205291,57,Yes
205292,39,Yes
205293,45,No
205294,60,Yes
205295,60,Yes
205296,61,No
205297,19,No
205298,70,Yes
205299,23,No
205300,48,No
205301,71,No
205302,39,No
205303,61,No
205304,40,No
205305,58,No
205306,65,No
205307,0,No
205308,40,No
205309,74,No
205310,44,No
205311,28,No
205312,24,No
205313,46,No
205314,38,No
205315,33,No
205316,37,No
205317,39,No
205318,37,No
205319,6,No
205320,64,No
205321,36,No
205322,30,No
205323,48,Yes
205324,24,No
205325,73,No
205326,53,No
205327,42,No
205328,54,No
205329,40,No
205330,88,Yes
205331,57,Yes
205332,60,Yes
205333,35,No
205334,11,No
205335,63,Yes
205336,69,Yes
205337,54,Yes
205338,37,No
205339,54,No
205340,39,No
205341,36,No
205342,42,No
205343,50,No
205344,100,Yes
205345,41,No
205346,44,No
205347,35,No
205348,55,No
205349,41,No
205350,63,No
205351,33,No
205352,34,No
205353,44,No
205354,56,No
205355,76,Yes
205356,33,No
205357,31,No
205358,12,No
205359,90,Yes
205360,69,Yes
205361,74,Yes
205362,31,No
205363,35,No
205364,72,Yes
205365,51,No
205366,41,Yes
205367,31,No
205368,25,No
205369,69,Yes
205370,66,Yes
205371,44,No
205372,27,No
205373,38,No
205374,8,No
205375,44,No
205376,28,No
205377,50,No
205378,12,No
205379,37,No
205380,63,Yes
205381,40,No
205382,32,No
205383,83,Yes
205384,52,Yes
205385,59,Yes
205386,41,No
205387,87,Yes
205388,62,No
205389,30,No
205390,57,No
205391,40,No
205392,54,No
205393,18,No
205394,45,No
205395,46,No
205396,59,Yes
205397,8,No
205398,42,No
205399,57,No
205400,49,No
205401,38,No
205402,34,No
205403,9,No
205404,58,Yes
205405,16,No
205406,36,Yes
205407,39,No
205408,90,Yes
205409,49,No
205410,13,No
205411,60,No
205412,77,No
205413,85,Yes
205414,27,No
205415,44,No
205416,29,No
205417,4,No
205418,44,No
205419,63,Yes
205420,10,No
205421,59,Yes
205422,91,No
205423,46,No
205424,21,No
205425,33,No
205426,53,No
205427,11,No
205428,59,Yes
205429,25,No
205430,20,No
205431,84,Yes
205432,53,No
205433,28,No
205434,75,Yes
205435,54,No
205436,0,No
205437,9,No
205438,56,No
205439,89,No
205440,39,No
205441,11,No
205442,48,No
205443,78,Yes
205444,37,No
205445,74,Yes
205446,36,No
205447,76,Yes
205448,44,No
205449,39,No
205450,57,No
205451,64,No
205452,9,No
205453,38,Yes
205454,48,Yes
205455,39,No
205456,31,Yes
205457,31,No
205458,11,No
205459,33,No
205460,87,Yes
205461,49,No
205462,25,No
205463,42,No
205464,45,Yes
205465,55,No
205466,67,No
205467,38,No
205468,36,No
205469,17,No
205470,68,Yes
205471,74,Yes
205472,50,No
205473,59,Yes
205474,32,No
205475,95,Yes
205476,66,No
205477,31,No
205478,32,No
205479,34,No
205480,44,No
205481,48,Yes
205482,59,No
205483,49,No
205484,16,No
205485,66,Yes
205486,55,No
205487,49,Yes
205488,42,No
205489,42,No
205490,66,Yes
205491,54,Yes
205492,51,Yes
205493,74,Yes
205494,40,No
205495,57,No
205496,53,Yes
205497,28,No
205498,82,Yes
205499,78,Yes
205500,47,Yes
205501,52,No
205502,24,No
205503,56,No
205504,49,No
205505,36,Yes
205506,68,Yes
205507,42,No
205508,25,No
205509,52,No
205510,29,No
205511,61,Yes
205512,54,No
205513,45,No
205514,62,No
205515,76,Yes
205516,44,No
205517,44,No
205518,27,No
205519,32,Yes
205520,55,No
205521,50,Yes
205522,73,Yes
205523,27,No
205524,34,Yes
205525,38,No
205526,26,No
205527,38,No
205528,39,No
205529,0,No
205530,62,No
205531,21,No
205532,5,No
205533,25,No
205534,59,Yes
205535,14,No
205536,67,Yes
205537,21,No
205538,69,Yes
